MD (m RKB),Inc (deg),Azim (deg),TVD (m RKB),X-Offset (m),Y-Offset (m),UTM E/W (m),UTM N/S (m),DLS (deg/30m),WELL_NAME
2110,45.04,125.7,1934.32,597.39,-363.207,435647.203,6478200.443,0.36,15-9-F-10
2120,45,125.59,1941.39,603.138,-367.329,435652.949,6478196.322,0.26,15-9-F-10
2130,45.05,125.55,1948.46,608.893,-371.444,435658.701,6478192.209,0.17,15-9-F-10
2140,45.17,125.51,1955.51,614.658,-375.561,435664.465,6478188.093,0.37,15-9-F-10
2150,45.15,125.42,1962.56,620.433,-379.675,435670.238,6478183.98,0.2,15-9-F-10
2160,44.93,125.42,1969.63,626.2,-383.776,435676.003,6478179.881,0.66,15-9-F-10
2170,44.95,125.48,1976.71,631.954,-387.873,435681.755,6478175.785,0.14,15-9-F-10
2180,45.03,125.45,1983.78,637.712,-391.975,435687.511,6478171.685,0.25,15-9-F-10
2190,44.99,125.31,1990.85,643.478,-396.07,435693.275,6478167.591,0.32,15-9-F-10
2200,44.96,125.21,1997.92,649.25,-400.15,435699.044,6478163.513,0.23,15-9-F-10
2210,45.07,125.06,2004.99,655.034,-404.22,435704.827,6478159.443,0.46,15-9-F-10
2220,45.12,124.82,2012.05,660.84,-408.277,435710.631,6478155.388,0.53,15-9-F-10
2230,45.17,124.56,2019.11,666.669,-412.311,435716.458,6478151.355,0.57,15-9-F-10
2240,45.31,124.29,2026.15,672.526,-416.325,435722.313,6478147.343,0.71,15-9-F-10
2250,45.35,124.14,2033.18,678.407,-420.324,435728.191,6478143.345,0.34,15-9-F-10
2260,45.14,124.16,2040.22,684.284,-424.311,435734.066,6478139.36,0.63,15-9-F-10
2270,44.93,124.15,2047.29,690.139,-428.283,435739.919,6478135.389,0.63,15-9-F-10
2280,44.92,124.2,2054.37,695.981,-432.25,435745.76,6478131.424,0.11,15-9-F-10
2290,44.98,124.16,2061.44,701.826,-436.219,435751.602,6478127.456,0.2,15-9-F-10
2300,44.91,124.07,2068.52,707.674,-440.181,435757.449,6478123.495,0.28,15-9-F-10
2310,45.14,124.09,2075.59,713.533,-444.145,435763.306,6478119.533,0.69,15-9-F-10
2320,45.51,124.06,2082.62,719.424,-448.129,435769.194,6478115.55,1.11,15-9-F-10
2330,45.53,124.14,2089.63,725.332,-452.129,435775.1,6478111.551,0.18,15-9-F-10
2340,45.15,124.04,2096.66,731.222,-456.116,435780.989,6478107.566,1.16,15-9-F-10
2350,44.84,124.02,2103.73,737.082,-460.073,435786.846,6478103.61,0.93,15-9-F-10
2360,45.06,124.05,2110.8,742.937,-464.027,435792.699,6478099.658,0.66,15-9-F-10
2370,45.16,124.09,2117.86,748.805,-467.996,435798.565,6478095.69,0.31,15-9-F-10
2380,44.89,124.15,2124.93,754.662,-471.964,435804.42,6478091.723,0.82,15-9-F-10
2390,44.97,124.28,2132.01,760.502,-475.935,435810.258,6478087.754,0.37,15-9-F-10
2400,45.21,124.34,2139.07,766.352,-479.927,435816.106,6478083.763,0.73,15-9-F-10
2410,45.38,124.58,2146.1,772.212,-483.949,435821.964,6478079.743,0.72,15-9-F-10
2420,45.14,124.85,2153.14,778.05,-487.994,435827.8,6478075.699,0.92,15-9-F-10
2430,45.02,125.03,2160.2,783.855,-492.049,435833.603,6478071.645,0.53,15-9-F-10
2440,45.17,125.07,2167.26,789.653,-496.117,435839.399,6478067.579,0.46,15-9-F-10
2450,45.03,125.06,2174.32,795.451,-500.186,435845.195,6478063.511,0.42,15-9-F-10
2460,44.94,124.92,2181.4,801.243,-504.24,435850.984,6478059.459,0.4,15-9-F-10
2470,44.92,124.87,2188.47,807.035,-508.28,435856.775,6478055.42,0.12,15-9-F-10
2480,44.93,124.99,2195.56,812.825,-512.324,435862.563,6478051.378,0.26,15-9-F-10
2490,44.84,124.95,2202.64,818.608,-516.368,435868.343,6478047.335,0.28,15-9-F-10
2500,44.8,125.09,2209.73,824.38,-520.413,435874.114,6478043.291,0.32,15-9-F-10
2510,44.68,125.1,2216.84,830.14,-524.46,435879.871,6478039.246,0.36,15-9-F-10
2520,44.49,125.22,2223.96,835.878,-528.503,435885.608,6478035.205,0.62,15-9-F-10
2530,44.67,125.19,2231.08,841.614,-532.549,435891.341,6478031.159,0.54,15-9-F-10
2540,44.71,125.34,2238.19,847.356,-536.609,435897.082,6478027.1,0.34,15-9-F-10
2550,44.65,125.31,2245.3,853.093,-540.675,435902.816,6478023.036,0.19,15-9-F-10
2560,44.75,125.45,2252.41,858.828,-544.748,435908.549,6478018.965,0.42,15-9-F-10
2570,44.84,125.62,2259.51,864.561,-548.843,435914.281,6478014.871,0.45,15-9-F-10
2580,44.87,125.68,2266.59,870.292,-552.954,435920.01,6478010.762,0.16,15-9-F-10
2590,44.9,125.79,2273.68,876.021,-557.075,435925.737,6478006.642,0.25,15-9-F-10
2600,44.72,125.88,2280.77,881.734,-561.201,435931.448,6478002.517,0.57,15-9-F-10
2610,44.39,125.99,2287.9,887.415,-565.318,435937.127,6477998.402,1.02,15-9-F-10
2620,44.49,125.95,2295.04,893.082,-569.431,435942.791,6477994.29,0.31,15-9-F-10
2630,44.76,125.94,2302.16,898.769,-573.554,435948.476,6477990.168,0.81,15-9-F-10
2640,44.86,125.88,2309.25,904.477,-577.688,435954.183,6477986.036,0.33,15-9-F-10
2650,45.01,125.81,2316.33,910.202,-581.824,435959.906,6477981.902,0.47,15-9-F-10
2660,45.09,125.87,2323.4,915.939,-585.968,435965.641,6477977.759,0.27,15-9-F-10
2670,45.15,125.98,2330.45,921.677,-590.125,435971.377,6477973.603,0.3,15-9-F-10
2680,45.27,125.99,2337.5,927.42,-594.295,435977.118,6477969.435,0.36,15-9-F-10
2690,45.33,126.02,2344.53,933.17,-598.474,435982.866,6477965.258,0.19,15-9-F-10
2700,45.54,126.2,2351.55,938.926,-602.673,435988.62,6477961.06,0.74,15-9-F-10
2710,45.74,126.17,2358.54,944.696,-606.894,435994.388,6477956.841,0.6,15-9-F-10
2720,45.86,126.18,2365.51,950.483,-611.125,436000.173,6477952.611,0.36,15-9-F-10
2730,45.9,126.29,2372.47,956.274,-615.369,436005.962,6477948.369,0.27,15-9-F-10
2740,46.03,126.35,2379.42,962.066,-619.627,436011.752,6477944.112,0.41,15-9-F-10
2750,46.22,126.4,2386.35,967.87,-623.902,436017.554,6477939.838,0.58,15-9-F-10
2760,46.26,126.46,2393.27,973.681,-628.191,436023.363,6477935.551,0.18,15-9-F-10
2770,46.32,126.64,2400.18,979.488,-632.496,436029.168,6477931.248,0.43,15-9-F-10
2780,46.52,126.73,2407.07,985.297,-636.823,436034.975,6477926.921,0.63,15-9-F-10
2790,46.83,126.63,2413.94,991.132,-641.169,436040.807,6477922.578,0.96,15-9-F-10
2800,47,126.73,2420.77,996.989,-645.531,436046.663,6477918.216,0.56,15-9-F-10
2810,46.99,126.76,2427.59,1002.849,-649.906,436052.52,6477913.843,0.07,15-9-F-10
2820,47.38,126.81,2434.38,1008.724,-654.299,436058.393,6477909.452,1.18,15-9-F-10
2830,48.02,126.64,2441.11,1014.652,-658.722,436064.319,6477905.031,1.96,15-9-F-10
2840,49.07,126.33,2447.73,1020.678,-663.178,436070.343,6477900.576,3.23,15-9-F-10
2850,50.14,126.22,2454.21,1026.818,-667.684,436076.481,6477896.072,3.22,15-9-F-10
2860,50.83,126.14,2460.58,1033.045,-672.238,436082.706,6477891.519,2.08,15-9-F-10
2870,51.01,125.98,2466.88,1039.32,-676.807,436088.979,6477886.951,0.66,15-9-F-10
2880,51.24,125.73,2473.16,1045.63,-681.367,436095.287,6477882.393,0.9,15-9-F-10
2890,52.02,125.36,2479.37,1052.009,-685.925,436101.664,6477877.837,2.5,15-9-F-10
2900,53.05,125,2485.45,1058.497,-690.498,436108.149,6477873.266,3.21,15-9-F-10
2910,53.79,124.82,2491.41,1065.082,-695.093,436114.732,6477868.672,2.26,15-9-F-10
2920,54.47,124.63,2497.27,1071.742,-699.709,436121.39,6477864.057,2.09,15-9-F-10
2930,55.24,124.38,2503.02,1078.48,-704.341,436128.126,6477859.427,2.39,15-9-F-10
2940,56.18,124.21,2508.66,1085.306,-708.997,436134.949,6477854.773,2.85,15-9-F-10
2950,56.9,123.93,2514.17,1092.217,-713.67,436141.857,6477850.101,2.27,15-9-F-10
2960,57.46,123.87,2519.59,1099.192,-718.357,436148.83,6477845.416,1.69,15-9-F-10
2970,58.29,123.56,2524.91,1106.236,-723.058,436155.872,6477840.717,2.61,15-9-F-10
2980,59.29,123.3,2530.09,1113.374,-727.77,436163.007,6477836.007,3.07,15-9-F-10
2990,60.01,123.02,2535.14,1120.598,-732.49,436170.229,6477831.288,2.28,15-9-F-10
3000,60.49,122.74,2540.1,1127.889,-737.203,436177.518,6477826.577,1.61,15-9-F-10
3010,61.29,122.44,2544.97,1135.251,-741.909,436184.876,6477821.873,2.53,15-9-F-10
3020,62.3,121.86,2549.7,1142.712,-746.598,436192.335,6477817.185,3.4,15-9-F-10
3030,62.91,121.69,2554.3,1150.26,-751.273,436199.88,6477812.512,1.89,15-9-F-10
3040,63.59,121.65,2558.8,1157.86,-755.961,436207.477,6477807.825,2.04,15-9-F-10
3050,64.51,121.28,2563.17,1165.529,-760.655,436215.144,6477803.133,2.93,15-9-F-10
3060,65.51,121.14,2567.4,1173.281,-765.351,436222.894,6477798.438,3.02,15-9-F-10
3070,66.18,121.02,2571.49,1181.096,-770.062,436230.705,6477793.73,2.04,15-9-F-10
3080,66.79,120.81,2575.48,1188.963,-774.773,436238.569,6477789.02,1.92,15-9-F-10
3090,67.9,120.52,2579.33,1196.9,-779.479,436246.505,6477784.315,3.43,15-9-F-10
